Year,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,RWFA,ER_PTD_MTN,,PT,,10.1
2018,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,RWFA,ER_PTD_MTN,,PT,,11.9
