Year,SERIES,REF_AREA,GeoCode,Value
2015,SL_LBR_NTLCPL,,,1.8
2016,SL_LBR_NTLCPL,,,2.1
2017,SL_LBR_NTLCPL,,,2.3
2018,SL_LBR_NTLCPL,,,2.3
2019,SL_LBR_NTLCPL,,,1.3
2020,SL_LBR_NTLCPL,,,1.3
2021,SL_LBR_NTLCPL,,,1.3
