Year,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,GeoCode,Value
2011,SP_TRN_PUBL,,,PT,,22.9
2014,SP_TRN_PUBL,,,PT,,26.0
2017,SP_TRN_PUBL,,,PT,,26.8
2024,SP_TRN_PUBL,,,PT,,27.7
2011,SP_TRN_PUBL,,U,PT,,64.4
2014,SP_TRN_PUBL,,U,PT,,64.9
2017,SP_TRN_PUBL,,U,PT,,65.5
2024,SP_TRN_PUBL,,U,PT,,53.9
2011,SP_TRN_PUBL,,R,PT,,15.7
2014,SP_TRN_PUBL,,R,PT,,18.0
2017,SP_TRN_PUBL,,R,PT,,17.6
2024,SP_TRN_PUBL,,R,PT,,16.9
