Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2021,VC_PRR_PHYV,,PT,,7.5
2023,VC_PRR_PHYV,,PT,,7.3
2024,VC_PRR_PHYV,,PT,,6.4
