Year,SERIES,REF_AREA,GeoCode,Value
2008,SH_TBS_INCD,,,98
2012,SH_TBS_INCD,,,86
2015,SH_TBS_INCD,,,56
2017,SH_TBS_INCD,,,50
2018,SH_TBS_INCD,,,58
2020,SH_TBS_INCD,,,58
2022,SH_TBS_INCD,,,57
