Year,OBS_STATUS,UNIT_MULT,NATURE,COMMENT_OBS,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2000,A,0,_X,Maternal mortality ratio,A,N,SH_STA_MORT,,PER_100000_LIVE_BIRTHS,,1071
2005,A,0,_X,Maternal mortality ratio,A,N,SH_STA_MORT,,PER_100000_LIVE_BIRTHS,,750
2010,A,0,_X,Maternal mortality ratio,A,N,SH_STA_MORT,,PER_100000_LIVE_BIRTHS,,476
2015,A,0,_X,Maternal mortality ratio,A,N,SH_STA_MORT,,PER_100000_LIVE_BIRTHS,,210
2020,A,0,_X,Maternal mortality ratio,A,N,SH_STA_MORT,,PER_100000_LIVE_BIRTHS,,203
