Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,GeoCode,Value
2010,SH_PRV_SMOK,,,Y15T49,PT,,8.7
2015,SH_PRV_SMOK,,,Y15T49,PT,,6.2
2020,SH_PRV_SMOK,,,Y15T49,PT,,4.25
2010,SH_PRV_SMOK,,M,Y15T49,PT,,13.8
2015,SH_PRV_SMOK,,M,Y15T49,PT,,10.2
2020,SH_PRV_SMOK,,M,Y15T49,PT,,7.0
2010,SH_PRV_SMOK,,F,Y15T49,PT,,3.6
2015,SH_PRV_SMOK,,F,Y15T49,PT,,2.2
2020,SH_PRV_SMOK,,F,Y15T49,PT,,1.5
