Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2017,SN_ITK_DEFC,,PT,,38.3
2018,SN_ITK_DEFC,,PT,,37.6
2019,SN_ITK_DEFC,,PT,,40.2
2020,SN_ITK_DEFC,,PT,,38.8
2021,SN_ITK_DEFC,,PT,,38.5
2022,SN_ITK_DEFC,,PT,,35.3
2023,SN_ITK_DEFC,,PT,,32.7
2024,SN_ITK_DEFC,,PT,,31.3
2025,SN_ITK_DEFC,,PT,,29.9
