Year,OBS_STATUS,UNIT_MULT,NATURE,COMMENT_OBS,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2010,A,0,_X,Universal health coverage,A,N,SH_ACS_UNHC,,PT,,45.3
2015,A,0,_X,Universal health coverage,A,N,SH_ACS_UNHC,,PT,,53.1
2020,A,0,_X,Universal health coverage,A,N,SH_ACS_UNHC,,PT,,53.7
