Year,OBS_STATUS,UNIT_MULT,NATURE,COMMENT_OBS,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2012,A,0,_X,Percentage of terrestrial and freshwater biodivesities that are covered by protected areas,A,N,_L_RW_150102_1,,PT,,10.1
2016,A,0,_X,Percentage of terrestrial and freshwater biodivesities that are covered by protected areas,A,N,_L_RW_150102_1,,PT,,35.0
2021,A,0,_X,Percentage of terrestrial and freshwater biodivesities that are covered by protected areas,A,N,_L_RW_150102_1,,PT,,53.0
