Year,Value,GeoCode,SERIES
2013,74.2,,_L_RW_160702_1
2014,75.3,,_L_RW_160702_1
2015,75.4,,_L_RW_160702_1
2016,77.0,,_L_RW_160702_1
2017,76.8,,_L_RW_160702_1
2018,73.0,,_L_RW_160702_1
2019,82.0,,_L_RW_160702_1
2020,84.2,,_L_RW_160702_1
2021,87.1,,_L_RW_160702_1
2023,84.0,,_L_RW_160702_1
2024,88.4,,_L_RW_160702_1
