Year,Value,GeoCode,SERIES
2000,58.9,,SI_POV_NAHC
2005,56.7,,SI_POV_NAHC
2011,44.9,,SI_POV_NAHC
2014,39.1,,SI_POV_NAHC
2017,38.2,,SI_POV_NAHC
2024,27.4,,SI_POV_NAHC
