Year,Value,GeoCode,UNIT_MEASURE,SERIES
2018,3.4,,PT,ST_GDP_ZS
2019,4.9,,PT,ST_GDP_ZS
2020,1.3,,PT,ST_GDP_ZS
2024,4.3,,PT,ST_GDP_ZS
