Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,62.4,,PT,GC_GOB_TAXD
2017,66.0,,PT,GC_GOB_TAXD
2018,66.0,,PT,GC_GOB_TAXD
2019,67.0,,PT,GC_GOB_TAXD
2020,68.3,,PT,GC_GOB_TAXD
2021,60.5,,PT,GC_GOB_TAXD
2022,67.0,,PT,GC_GOB_TAXD
