Year,Value,GeoCode,UNIT_MEASURE,SERIES
2005,5.0,,PT,EG_ACS_ELEC
2010,10.0,,PT,EG_ACS_ELEC
2012,18.6,,PT,EG_ACS_ELEC
2015,23.0,,PT,EG_ACS_ELEC
2020,46.0,,PT,EG_ACS_ELEC
2022,61.0,,PT,EG_ACS_ELEC
