Year,Value,GeoCode,SERIES
2019,24,,SD_SDG_AVLB
2020,27,,SD_SDG_AVLB
2021,30,,SD_SDG_AVLB
2022,32,,SD_SDG_AVLB
2023,36,,SD_SDG_AVLB
