Year,Value,GeoCode,SERIES
2019,0.1,,IT_NET_BBND
2020,0.1,,IT_NET_BBND
2021,0.3,,IT_NET_BBND
2022,0.4,,IT_NET_BBND
2023,0.5,,IT_NET_BBND
2024,0.5,,IT_NET_BBND
2019,9420.0,,IT_NET_BBNDN
2020,17685.0,,IT_NET_BBNDN
2021,31902.0,,IT_NET_BBNDN
2022,47772.0,,IT_NET_BBNDN
2023,62175.0,,IT_NET_BBNDN
2024,74091.0,,IT_NET_BBNDN
