Year,Value,GeoCode,SERIES
2016,1.9,,BX_TRF_PWKR
2017,2.2,,BX_TRF_PWKR
2018,2.6,,BX_TRF_PWKR
2019,2.4,,BX_TRF_PWKR
2020,2.7,,BX_TRF_PWKR
2021,3.4,,BX_TRF_PWKR
2022,3.5,,BX_TRF_PWKR
2023,3.6,,BX_TRF_PWKR
2024,3.8,,BX_TRF_PWKR
