Year,Value,GeoCode,SERIES
2005,38.6,,SH_STA_BRTC
2008,52.0,,SH_STA_BRTC
2010,69.0,,SH_STA_BRTC
2015,91.0,,SH_STA_BRTC
2020,94.2,,SH_STA_BRTC
