Year,Value,GeoCode,UNIT_MEASURE,SERIES
2010,7.87,,PT,DC_ODA_POVG
2011,6.74,,PT,DC_ODA_POVG
2012,7.54,,PT,DC_ODA_POVG
2013,4.51,,PT,DC_ODA_POVG
2014,7.09,,PT,DC_ODA_POVG
2016,5.42,,PT,DC_ODA_POVG
2017,5.13,,PT,DC_ODA_POVG
2018,4.13,,PT,DC_ODA_POVG
2019,4.45,,PT,DC_ODA_POVG
2020,4.67,,PT,DC_ODA_POVG
2021,7.12,,PT,DC_ODA_POVG
2022,4.97,,PT,DC_ODA_POVG
