Year,Value,GeoCode,SERIES
2016,1.59,,VC_DSR_MORT
2017,0.69,,VC_DSR_MORT
2018,2.1,,VC_DSR_MORT
2019,1.08,,VC_DSR_MORT
2020,2.35,,VC_DSR_MORT
2021,0.9,,VC_DSR_MORT
2022,1.55,,VC_DSR_MORT
2023,1.8,,VC_DSR_MORT
2024,1.38,,VC_DSR_MORT
2016,1.51,,VC_DSR_AFFCT
2017,1.28,,VC_DSR_AFFCT
2018,2.86,,VC_DSR_AFFCT
2019,2.19,,VC_DSR_AFFCT
2020,3.27,,VC_DSR_AFFCT
2021,1.91,,VC_DSR_AFFCT
2022,3.04,,VC_DSR_AFFCT
2023,3.01,,VC_DSR_AFFCT
2024,3.25,,VC_DSR_AFFCT
