Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,4815291,,NUMBER,SH_TRP_INTVN
2021,4935596,,NUMBER,SH_TRP_INTVN
2022,11532788,,NUMBER,SH_TRP_INTVN
