Year,Value,GeoCode,SERIES
2011,7956736.0,,SG_STT_CAPTY
2012,10418880.0,,SG_STT_CAPTY
2013,5102809.0,,SG_STT_CAPTY
2014,408926.0,,SG_STT_CAPTY
2015,5094083.0,,SG_STT_CAPTY
2016,6574017.0,,SG_STT_CAPTY
2017,8400241.4,,SG_STT_CAPTY
2018,7426903.8,,SG_STT_CAPTY
2019,5200425.3,,SG_STT_CAPTY
2020,520447.0,,SG_STT_CAPTY
