Year,Value,GeoCode,SERIES
2019,1335,,_L_RW_020501_1
2020,1363,,_L_RW_020501_1
2022,1335,,_L_RW_020501_1
2019,58,,_L_RW_020501_2
2020,62,,_L_RW_020501_2
2022,48,,_L_RW_020501_2
2019,173,,_L_RW_020501_3
2020,192,,_L_RW_020501_3
2022,306,,_L_RW_020501_3
