Year,Value,GeoCode,UNIT_MEASURE,SERIES
2009,0.8,,PER_1000_POP,SH_MED_DEN
2010,0.88,,PER_1000_POP,SH_MED_DEN
2011,0.89,,PER_1000_POP,SH_MED_DEN
2012,0.95,,PER_1000_POP,SH_MED_DEN
2013,0.96,,PER_1000_POP,SH_MED_DEN
2014,0.94,,PER_1000_POP,SH_MED_DEN
2015,0.92,,PER_1000_POP,SH_MED_DEN
2019,1.09,,PER_1000_POP,SH_MED_DEN
2020,1.08,,PER_1000_POP,SH_MED_DEN
2021,1.1,,PER_1000_POP,SH_MED_DEN
2022,1.1,,PER_1000_POP,SH_MED_DEN
2023,1.1,,PER_1000_POP,SH_MED_DEN
2024,1.51,,PER_1000_POP,SH_MED_DEN
