Year,Value,GeoCode,SERIES
2015,24.3,,GR_G14_GDP
2016,23.5,,GR_G14_GDP
2017,22.3,,GR_G14_GDP
2018,23.3,,GR_G14_GDP
2019,23.7,,GR_G14_GDP
2020,23.5,,GR_G14_GDP
2021,25.0,,GR_G14_GDP
2022,26.0,,GR_G14_GDP
