Year,Value,GeoCode,SERIES
2016,4.0,,GF_FRN_FDIODASS
2017,4.1,,GF_FRN_FDIODASS
2020,3.3,,GF_FRN_FDIODASS
2021,3.7,,GF_FRN_FDIODASS
