Year,Value,GeoCode,SERIES
2008,10.9,,GB_POP_SCIERD
2009,12.6,,GB_POP_SCIERD
2013,15.5,,GB_POP_SCIERD
2016,13.9,,GB_POP_SCIERD
2019,58.8,,GB_POP_SCIERD
