Year,Value,GeoCode,UNIT_MEASURE,SERIES
2006,18.9,,PT,_L_RW_081002_1
2011,36.1,,PT,_L_RW_081002_1
2014,54.1,,PT,_L_RW_081002_1
2016,68.0,,PT,_L_RW_081002_1
2020,93.0,,PT,_L_RW_081002_1
