Year,Value,GeoCode,SERIES
2016,18.8,,SL_TLF_UEM
2017,17.3,,SL_TLF_UEM
2018,15.1,,SL_TLF_UEM
2019,15.2,,SL_TLF_UEM
2020,17.9,,SL_TLF_UEM
2021,20.9,,SL_TLF_UEM
2022,20.5,,SL_TLF_UEM
2023,17.2,,SL_TLF_UEM
2024,14.9,,SL_TLF_UEM
2016,20.8,,SL_TLF_UEMDIS
2017,17.4,,SL_TLF_UEMDIS
2018,14.1,,SL_TLF_UEMDIS
2019,14.3,,SL_TLF_UEMDIS
2021,21.1,,SL_TLF_UEMDIS
2022,16.4,,SL_TLF_UEMDIS
2023,18.9,,SL_TLF_UEMDIS
2024,14.9,,SL_TLF_UEMDIS
