Year,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2019,"Proportion of sustainable development indicators produced at the national level with full disaggregation when relevant to the target, in accordance with the Fundamental Principles of Official Statistics","NISR, SDG Platfoarm",SD_SDG_AVLB,,PT,,24
2020,"Proportion of sustainable development indicators produced at the national level with full disaggregation when relevant to the target, in accordance with the Fundamental Principles of Official Statistics","NISR, SDG Platfoarm",SD_SDG_AVLB,,PT,,27
2021,"Proportion of sustainable development indicators produced at the national level with full disaggregation when relevant to the target, in accordance with the Fundamental Principles of Official Statistics","NISR, SDG Platfoarm",SD_SDG_AVLB,,PT,,30
2022,"Proportion of sustainable development indicators produced at the national level with full disaggregation when relevant to the target, in accordance with the Fundamental Principles of Official Statistics","NISR, SDG Platfoarm",SD_SDG_AVLB,,PT,,32
2023,"Proportion of sustainable development indicators produced at the national level with full disaggregation when relevant to the target, in accordance with the Fundamental Principles of Official Statistics","NISR, SDG Platfoarm",SD_SDG_AVLB,,PT,,36
