Year,OBS_STATUS,UNIT_MULT,NATURE,COMMENT_OBS,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,A,0,_X,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,A,N,ER_PTD_MTN,,PT,,10.1
2018,A,0,_X,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,A,N,ER_PTD_MTN,,PT,,11.9
