Year,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2013,"Number of new HIV infections per 1,000 uninfected population","Rwanda Population- Based HIV Impact Assessment (RPHIA 2013-
14 )
RPHIA 2018-19",SH_HIV_INCD,,PER_1000_UNINFECTED_POP,,2.7
2018,"Number of new HIV infections per 1,000 uninfected population","Rwanda Population- Based HIV Impact Assessment (RPHIA 2013-
14 )
RPHIA 2018-19",SH_HIV_INCD,,PER_1000_UNINFECTED_POP,,0.1
