Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2019,_L_RW_020501_1,,NUMBER,,1335
2020,_L_RW_020501_1,,NUMBER,,1363
2022,_L_RW_020501_1,,NUMBER,,1335
2019,_L_RW_020501_2,,NUMBER,,58
2020,_L_RW_020501_2,,NUMBER,,62
2022,_L_RW_020501_2,,NUMBER,,48
2019,_L_RW_020501_3,,NUMBER,,173
2020,_L_RW_020501_3,,NUMBER,,192
2022,_L_RW_020501_3,,NUMBER,,306
