Year,SERIES,REF_AREA,GeoCode,Value
2016,SL_EMP_PCAP,,,2.3
2017,SL_EMP_PCAP,,,0.6
2018,SL_EMP_PCAP,,,21.3
2019,SL_EMP_PCAP,,,-12.0
2020,SL_EMP_PCAP,,,10.3
2021,SL_EMP_PCAP,,,4.1
