Year,SERIES,REF_AREA,GeoCode,Value
2016,VC_DSR_MTMP,,,1.59
2017,VC_DSR_MTMP,,,0.69
2018,VC_DSR_MTMP,,,2.1
2019,VC_DSR_MTMP,,,1.08
2020,VC_DSR_MTMP,,,2.35
2021,VC_DSR_MTMP,,,0.9
2022,VC_DSR_MTMP,,,1.55
2023,VC_DSR_MTMP,,,1.8
2024,VC_DSR_MTMP,,,1.38
2016,VC_DSR_DAFF,,,1.51
2017,VC_DSR_DAFF,,,1.28
2018,VC_DSR_DAFF,,,2.86
2019,VC_DSR_DAFF,,,2.19
2020,VC_DSR_DAFF,,,3.27
2021,VC_DSR_DAFF,,,1.91
2022,VC_DSR_DAFF,,,3.04
2023,VC_DSR_DAFF,,,3.01
2024,VC_DSR_DAFF,,,3.25
