Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,GB_XPD_RSDV,,PT,,0.6
2018,GB_XPD_RSDV,,PT,,0.7
2022,GB_XPD_RSDV,,PT,,0.7
