Year,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2006,Percentage of households with at least one savings account,"EICV, NISR",_L_RW_081002_1,,PT,,18.9
2011,Percentage of households with at least one savings account,"EICV, NISR",_L_RW_081002_1,,PT,,36.1
2014,Percentage of households with at least one savings account,"EICV, NISR",_L_RW_081002_1,,PT,,54.1
2016,Percentage of households with at least one savings account,"EICV, NISR",_L_RW_081002_1,,PT,,68.0
2020,Percentage of households with at least one savings account,"EICV, NISR",_L_RW_081002_1,,PT,,93.0
