Year,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,Proportion of domestic budget funded by domestic taxes,MINECOFIN,GC_GOB_TAXD,,PT,,62.4
2017,Proportion of domestic budget funded by domestic taxes,MINECOFIN,GC_GOB_TAXD,,PT,,66.0
2018,Proportion of domestic budget funded by domestic taxes,MINECOFIN,GC_GOB_TAXD,,PT,,66.0
2019,Proportion of domestic budget funded by domestic taxes,MINECOFIN,GC_GOB_TAXD,,PT,,67.0
2020,Proportion of domestic budget funded by domestic taxes,MINECOFIN,GC_GOB_TAXD,,PT,,68.3
2021,Proportion of domestic budget funded by domestic taxes,MINECOFIN,GC_GOB_TAXD,,PT,,60.5
2022,Proportion of domestic budget funded by domestic taxes,MINECOFIN,GC_GOB_TAXD,,PT,,67.0
