Year,Value,GeoCode,UNIT_MEASURE,SERIES
2000,82.3,,Percent,Poverty headcount ratio at $3.00 a day (2021 PPP)
2005,74.2,,Percent,Poverty headcount ratio at $3.00 a day (2021 PPP)
2010,70.2,,Percent,Poverty headcount ratio at $3.00 a day (2021 PPP)
2013,65.2,,Percent,Poverty headcount ratio at $3.00 a day (2021 PPP)
2016,63.8,,Percent,Poverty headcount ratio at $3.00 a day (2021 PPP)
2023,38.6,,Percent,Poverty headcount ratio at $3.00 a day (2021 PPP)
