Year,Value,GeoCode,UNIT_MEASURE,SERIES
2000,64.4,,Percent,Percentage of households using improved drinking water source [6.1.1]
2005,64.2,,Percent,Percentage of households using improved drinking water source [6.1.1]
2011,74.2,,Percent,Percentage of households using improved drinking water source [6.1.1]
2014,84.8,,Percent,Percentage of households using improved drinking water source [6.1.1]
2017,87.4,,Percent,Percentage of households using improved drinking water source [6.1.1]
2021,89.2,,Percent,Percentage of households using improved drinking water source [6.1.1]
2024,89.7,,Percent,Percentage of households using improved drinking water source [6.1.1]
