Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,308,,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2021,114,,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2022,76,,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2023,47,,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2024,45,,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
