Year,Value,GeoCode,UNIT_MEASURE,SERIES
2012,10.1,,Percent,Percentage of terrestrial and freshwater biodivesities that are covered by protected areas
2016,35.0,,Percent,Percentage of terrestrial and freshwater biodivesities that are covered by protected areas
2021,53.0,,Percent,Percentage of terrestrial and freshwater biodivesities that are covered by protected areas
