Year,Value,GeoCode,UNIT_MEASURE,SERIES
2014,0.2,,Percent,Percentage of households with primary reliance on clean cooking fuels [7.1.2]
2017,1.1,,Percent,Percentage of households with primary reliance on clean cooking fuels [7.1.2]
2021,4.2,,Percent,Percentage of households with primary reliance on clean cooking fuels [7.1.2]
2024,5.4,,Percent,Percentage of households with primary reliance on clean cooking fuels [7.1.2]
