Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,7.6,,Percent,Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months [5.2.2]
2020,8.6,,Percent,Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months [5.2.2]
