Year,Value,GeoCode,UNIT_MEASURE,SERIES
2018,3.4,,Percent,Tourism direct GDP as a proportion of total GDP [8.9.1]
2019,4.9,,Percent,Tourism direct GDP as a proportion of total GDP [8.9.1]
2020,1.3,,Percent,Tourism direct GDP as a proportion of total GDP [8.9.1]
2024,4.3,,Percent,Tourism direct GDP as a proportion of total GDP [8.9.1]
