Year,Value,GeoCode,UNIT_MEASURE,SERIES
2018,9.0,,Percent,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources [6.4.2]
2020,11.2,,Percent,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources [6.4.2]
