Year,Value,GeoCode,UNIT_MEASURE,SERIES
2017,38.3,,Percent,Prevalence of undernourishment
2018,37.6,,Percent,Prevalence of undernourishment
2019,40.2,,Percent,Prevalence of undernourishment
2020,38.8,,Percent,Prevalence of undernourishment
2021,38.5,,Percent,Prevalence of undernourishment
2022,35.3,,Percent,Prevalence of undernourishment
2023,32.7,,Percent,Prevalence of undernourishment
2024,31.3,,Percent,Prevalence of undernourishment
2025,29.9,,Percent,Prevalence of undernourishment
