Year,Value,GeoCode,UNIT_MEASURE,SERIES
2012,6.7,,Percent,Internet users per 100 inhabitants [17.8.1]
2020,17.6,,Percent,Internet users per 100 inhabitants [17.8.1]
2022,16.2,,Percent,Internet users per 100 inhabitants [17.8.1]
