Year,Value,GeoCode,UNIT_MEASURE,SERIES
2012,23.5,,Percent,Alcohol consumption per capita (aged 15 years and older) within a calendar year [3.5.2]
2022,15.2,,Percent,Alcohol consumption per capita (aged 15 years and older) within a calendar year [3.5.2]
