Year,Value,GeoCode,UNIT_MEASURE,SERIES
2005,5.0,,Percent,Proportion of population with access to electricity [7.1.1]
2010,10.0,,Percent,Proportion of population with access to electricity [7.1.1]
2012,18.6,,Percent,Proportion of population with access to electricity [7.1.1]
2015,23.0,,Percent,Proportion of population with access to electricity [7.1.1]
2020,46.0,,Percent,Proportion of population with access to electricity [7.1.1]
2022,61.0,,Percent,Proportion of population with access to electricity [7.1.1]
