Year,Value,GeoCode,UNIT_MEASURE,SERIES
2017,47.2,,Percent,Primary government expenditures as a proportion of original approved budget [16.6.1]
2019,49.0,,Percent,Primary government expenditures as a proportion of original approved budget [16.6.1]
2020,50.0,,Percent,Primary government expenditures as a proportion of original approved budget [16.6.1]
