Year,Value,GeoCode,UNIT_MEASURE,SERIES
2012,43.1,,Percent,Labour share of GDP [10.4.1]
2013,44.3,,Percent,Labour share of GDP [10.4.1]
2014,44.0,,Percent,Labour share of GDP [10.4.1]
2015,43.2,,Percent,Labour share of GDP [10.4.1]
2016,44.0,,Percent,Labour share of GDP [10.4.1]
2017,44.6,,Percent,Labour share of GDP [10.4.1]
2018,43.2,,Percent,Labour share of GDP [10.4.1]
2019,43.0,,Percent,Labour share of GDP [10.4.1]
2020,44.2,,Percent,Labour share of GDP [10.4.1]
