Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,79.0,,Percent,Proportion of population that feel safe walking alone around the area they live in [16.1.4]
2017,87.0,,Percent,Proportion of population that feel safe walking alone around the area they live in [16.1.4]
2018,88.0,,Percent,Proportion of population that feel safe walking alone around the area they live in [16.1.4]
2019,87.1,,Percent,Proportion of population that feel safe walking alone around the area they live in [16.1.4]
2020,80.3,,Percent,Proportion of population that feel safe walking alone around the area they live in [16.1.4]
2021,80.0,,Percent,Proportion of population that feel safe walking alone around the area they live in [16.1.4]
2022,80.0,,Percent,Proportion of population that feel safe walking alone around the area they live in [16.1.4]
2023,80.0,,Percent,Proportion of population that feel safe walking alone around the area they live in [16.1.4]
2024,80.0,,Percent,Proportion of population that feel safe walking alone around the area they live in [16.1.4]
