Year,Value,GeoCode,UNIT_MEASURE,SERIES
2020,15.0,,Percent,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month [16.2.1]
2021,16.9,,Percent,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month [16.2.1]
2022,15.0,,Percent,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month [16.2.1]
2023,6.0,,Percent,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month [16.2.1]
2024,15.0,,Percent,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month [16.2.1]
