Year,Value,GeoCode,UNIT_MEASURE,SERIES
2017,77.3,,Percent,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies [13.1.3]
2018,96.7,,Percent,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies [13.1.3]
2019,100.0,,Percent,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies [13.1.3]
2020,100.0,,Percent,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies [13.1.3]
2021,100.0,,Percent,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies [13.1.3]
2022,100.0,,Percent,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies [13.1.3]
2023,100.0,,Percent,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies [13.1.3]
