Year,Value,GeoCode,UNIT_MEASURE,SERIES
2010,45.3,,Percent,Coverage of essential health services [3.8.1]
2015,53.1,,Percent,Coverage of essential health services [3.8.1]
2020,53.7,,Percent,Coverage of essential health services [3.8.1]
