Year,Value,GeoCode,UNIT_MEASURE,SERIES
2011,6.9,,Percent,Percentage of households using rubbish collection service or publicly managed refuse area [11.6.1]
2014,7.7,,Percent,Percentage of households using rubbish collection service or publicly managed refuse area [11.6.1]
2017,10.3,,Percent,Percentage of households using rubbish collection service or publicly managed refuse area [11.6.1]
2021,12.1,,Percent,Percentage of households using rubbish collection service or publicly managed refuse area [11.6.1]
2024,12.7,,Percent,Percentage of households using rubbish collection service or publicly managed refuse area [11.6.1]
