Year,Value,GeoCode,UNIT_MEASURE,SERIES
2019,3.2,,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy [7.3.1]
2020,3.2,,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy [7.3.1]
