Year,Value,GeoCode,UNIT_MEASURE,SERIES
2019,0.3,,Percent,Proportion of population reporting having felt discriminated against [16.b.1]
2021,0.1,,Percent,Proportion of population reporting having felt discriminated against [16.b.1]
2022,0.1,,Percent,Proportion of population reporting having felt discriminated against [16.b.1]
2023,0.2,,Percent,Proportion of population reporting having felt discriminated against [16.b.1]
