Year,Value,GeoCode,UNIT_MEASURE,SERIES
2018,92.0,,Percent,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) [3.b.1]
2019,92.0,,Percent,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) [3.b.1]
2020,93.8,,Percent,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) [3.b.1]
2018,97.0,,Percent,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) [3.b.1]
2019,98.0,,Percent,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) [3.b.1]
2020,98.8,,Percent,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) [3.b.1]
