Year,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2017,Percentage of food insecure households,"NISR, Food Balance Sheets (FBS)",SN_ITK_DEFC,,PT,,33
2018,Percentage of food insecure households,"NISR, Food Balance Sheets (FBS)",SN_ITK_DEFC,,PT,,32
2019,Percentage of food insecure households,"NISR, Food Balance Sheets (FBS)",SN_ITK_DEFC,,PT,,34
2020,Percentage of food insecure households,"NISR, Food Balance Sheets (FBS)",SN_ITK_DEFC,,PT,,32
2021,Percentage of food insecure households,"NISR, Food Balance Sheets (FBS)",SN_ITK_DEFC,,PT,,32
2022,Percentage of food insecure households,"NISR, Food Balance Sheets (FBS)",SN_ITK_DEFC,,PT,,29
