Year,OBS_STATUS,UNIT_MULT,NATURE,COMMENT_OBS,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2017,A,0,_X,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies,A,N,SG_DSR_SILS,,PT,,77.3
2018,A,0,_X,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies,A,N,SG_DSR_SILS,,PT,,96.7
2019,A,0,_X,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies,A,N,SG_DSR_SILS,,PT,,100.0
2020,A,0,_X,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies,A,N,SG_DSR_SILS,,PT,,100.0
2021,A,0,_X,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies,A,N,SG_DSR_SILS,,PT,,100.0
2022,A,0,_X,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies,A,N,SG_DSR_SILS,,PT,,100.0
2023,A,0,_X,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies,A,N,SG_DSR_SILS,,PT,,100.0
