Year,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,GeoCode,Value
2019,Proportion of population living in households with access to basic services,BLJSR 2019/20,SP_ACS_BSRV,,,PT,,38.2
2019,Proportion of population living in households with access to basic services,BLJSR 2019/20,SP_ACS_BSRV,,M,PT,,31.6
2019,Proportion of population living in households with access to basic services,BLJSR 2019/20,SP_ACS_BSRV,,F,PT,,34.8
